,team,rival,win,tie,loss,difference,total,metric
3784,India,New Zealand,0,1,1,-1,2,-0.5
3785,India,North Korea,2,1,2,0,5,0.0
3786,India,Oman,2,2,3,-1,7,-0.14285714285714300
3787,India,Pakistan,8,4,4,4,16,0.25
3788,India,Palestine,0,0,2,-2,2,-1.0
3789,India,Peru,0,0,1,-1,1,-1.0
3790,India,Philippines,3,1,0,3,4,0.75
3791,India,Poland,0,0,1,-1,1,-1.0
3792,India,Puerto Rico,1,0,0,1,1,1.0
3793,India,Russia,2,0,1,1,3,0.3333333333333330
3794,India,Rwanda,1,0,0,1,1,1.0
3795,India,Saint Kitts and Nevis,0,1,0,0,1,0.0
3796,India,Saudi Arabia,1,0,1,0,2,0.0
3797,India,Singapore,10,1,7,3,18,0.16666666666666700
3798,India,South Korea,8,2,7,1,17,0.058823529411764700
3799,India,Sri Lanka,5,4,5,0,14,0.0
3800,India,Syria,2,2,2,0,6,0.0
3801,India,Tajikistan,2,1,2,0,5,0.0
3802,India,Thailand,7,6,8,-1,21,-0.047619047619047600
3803,India,Tunisia,0,1,0,0,1,0.0
3804,India,Turkmenistan,2,1,1,1,4,0.25
3805,India,United Arab Emirates,10,2,1,9,13,0.6923076923076920
3806,India,Uruguay,0,0,1,-1,1,-1.0
3807,India,Uzbekistan,1,1,3,-2,5,-0.4
3808,India,Vietnam,2,0,0,2,2,1.0
3809,India,Vietnam Republic,5,3,5,0,13,0.0
3810,India,Western Australia,3,0,1,2,4,0.5
3811,India,Yemen,3,2,4,-1,9,-0.1111111111111110
3812,India,Yugoslavia,0,0,1,-1,1,-1.0
3813,India,Zambia,3,0,1,2,4,0.5
3814,India,Zimbabwe,1,0,0,1,1,1.0
3815,Algeria,Indonesia,2,0,1,1,3,0.3333333333333330
3816,Brunei,Indonesia,2,0,0,2,2,1.0
3817,Indonesia,Bulgaria,0,0,1,-1,1,-1.0
3818,Indonesia,Cameroon,0,1,1,-1,2,-0.5
3819,Indonesia,Chinese Taipei,6,0,1,5,7,0.7142857142857140
3820,East Timor,Indonesia,2,0,0,2,2,1.0
3821,Indonesia,Guyana,1,0,0,1,1,1.0
3822,Iceland,Indonesia,0,0,2,-2,2,-1.0
3823,Iran,Indonesia,1,0,2,-1,3,-0.3333333333333330
3824,Indonesia,Iraq,3,2,3,0,8,0.0
3825,Jamaica,Indonesia,1,0,0,1,1,1.0
3826,Indonesia,Japan,7,2,5,2,14,0.14285714285714300
3827,Kenya,Indonesia,0,0,1,-1,1,-1.0
3828,Kuwait,Indonesia,1,3,0,1,4,0.25
3829,Kyrgyzstan,Indonesia,1,0,1,0,2,0.0
3830,Indonesia,Laos,4,1,2,2,7,0.2857142857142860
3831,Liberia,Indonesia,0,0,1,-1,1,-1.0
3832,Liechtenstein,Indonesia,0,0,1,-1,1,-1.0
3833,Indonesia,Malaysia,23,13,12,11,48,0.22916666666666700
3834,Maldives,Indonesia,2,0,1,1,3,0.3333333333333330
3835,Indonesia,Mali,1,0,0,1,1,1.0
3836,Indonesia,Malta,0,0,2,-2,2,-1.0
3837,Mauritius,Indonesia,1,0,0,1,1,1.0
3838,Indonesia,Moldova,0,0,1,-1,1,-1.0
3839,Indonesia,Mongolia,1,0,0,1,1,1.0
3840,Morocco,Indonesia,0,0,1,-1,1,-1.0
3841,Myanmar,Indonesia,1,0,1,0,2,0.0
3842,Nepal,Indonesia,1,0,0,1,1,1.0
3843,Netherlands,Indonesia,1,0,1,0,2,0.0
3844,New Zealand,Indonesia,3,4,1,2,8,0.25
3845,Nigeria,Indonesia,0,0,1,-1,1,-1.0
3846,Indonesia,North Korea,4,1,4,0,9,0.0
3847,North Vietnam,Indonesia,2,0,0,2,2,1.0
3848,Indonesia,Oman,1,1,2,-1,4,-0.25
3849,Pakistan,Indonesia,4,0,1,3,5,0.6
3850,Palestine,Indonesia,1,0,0,1,1,1.0
3851,Papua New Guinea,Indonesia,0,0,1,-1,1,-1.0
3852,Indonesia,Paraguay,0,0,1,-1,1,-1.0
3853,Philippines,Indonesia,14,3,2,12,19,0.631578947368421
3854,Indonesia,Puerto Rico,0,1,0,0,1,0.0
3855,Indonesia,Qatar,2,1,6,-4,9,-0.4444444444444440
3856,Saudi Arabia,Indonesia,9,1,3,6,13,0.46153846153846200
3857,Senegal,Indonesia,0,1,0,0,1,0.0
3858,Singapore,Indonesia,23,8,11,12,42,0.2857142857142860
3859,South Korea,Indonesia,16,5,14,2,35,0.05714285714285710
3860,Indonesia,Sri Lanka,2,2,2,0,6,0.0
3861,Indonesia,Sweden,0,0,1,-1,1,-1.0
3862,Indonesia,Syria,2,0,3,-1,5,-0.2
3863,Tanzania,Indonesia,1,0,0,1,1,1.0
3864,Indonesia,Thailand,31,8,12,19,51,0.37254901960784300
3865,Timor-Leste,Indonesia,1,0,0,1,1,1.0
3866,Turkmenistan,Indonesia,3,1,0,3,4,0.75
3867,United Arab Emirates,Indonesia,2,0,0,2,2,1.0
3868,Indonesia,United States,1,0,0,1,1,1.0
3869,Uruguay,Indonesia,1,0,2,-1,3,-0.3333333333333330
3870,Uzbekistan,Indonesia,1,1,0,1,2,0.5
3871,Vanuatu,Indonesia,1,0,0,1,1,1.0
3872,Indonesia,Vietnam,6,7,3,3,16,0.1875
3873,Indonesia,Vietnam Republic,12,1,1,11,14,0.7857142857142860
3874,Indonesia,Western Australia,2,0,2,0,4,0.0
3875,Yemen,Indonesia,1,4,1,0,6,0.0
3876,Indonesia,Yemen DPR,1,0,0,1,1,1.0
3877,Indonesia,Yugoslavia,1,0,2,-1,3,-0.3333333333333330
3878,Zimbabwe,Indonesia,0,1,0,0,1,0.0
3879,Iran,Afghanistan,1,0,0,1,1,1.0
3880,Iran,Azerbaijan,2,0,0,2,2,1.0
3881,Iran,Bolivia,1,0,0,1,1,1.0
3882,Iran,Brazil,0,0,1,-1,1,-1.0
3883,Iran,Bulgaria,0,1,0,0,1,0.0
3884,Iran,Burma,1,0,0,1,1,1.0
3885,Iran,Cambodia,2,0,0,2,2,1.0
3886,Iran,Cameroon,0,2,0,0,2,0.0
3887,Iran,Chinese Taipei,3,0,0,3,3,1.0
3888,Iran,Costa Rica,1,1,0,1,2,0.5
3889,Iran,Czechoslovakia,0,0,1,-1,1,-1.0
3890,Iran,DR Congo,0,0,1,-1,1,-1.0
3891,Iran,Egypt,0,1,0,0,1,0.0
3892,Iran,Georgia,1,0,0,1,1,1.0
3893,Iran,Ghana,2,0,0,2,2,1.0
3894,Iran,Hungary,0,0,3,-3,3,-1.0
3895,Iran,Iceland,1,0,0,1,1,1.0
3896,Iran,Iraq,9,5,7,2,21,0.09523809523809520
3897,Iran,Israel,2,1,0,2,3,0.6666666666666670
3898,Iran,Jamaica,2,0,0,2,2,1.0
3899,Iran,Japan,4,5,2,2,11,0.18181818181818200
3900,Iran,Jordan,6,3,4,2,13,0.15384615384615400
3901,Kazakhstan,Iran,1,0,0,1,1,1.0
3902,Iran,Kenya,2,0,0,2,2,1.0
3903,Iran,Kuwait,9,9,7,2,25,0.08
3904,Iran,Kyrgyzstan,2,0,1,1,3,0.3333333333333330
3905,Iran,Laos,1,0,1,0,2,0.0
3906,Iran,Lebanon,6,1,3,3,10,0.3
3907,Iran,Libya,1,0,0,1,1,1.0
3908,Iran,Madagascar,1,0,0,1,1,1.0
3909,Iran,Maldives,3,0,3,0,6,0.0
3910,Iran,Mauritania,1,0,0,1,1,1.0
3911,Iran,Morocco,0,2,1,-1,3,-0.3333333333333330
3912,Iran,Mozambique,1,0,0,1,1,1.0
3913,Iran,Nepal,1,0,2,-1,3,-0.3333333333333330
3914,Netherlands,Iran,0,0,1,-1,1,-1.0
3915,New Zealand,Iran,1,1,0,1,2,0.5
3916,Iran,Nigeria,0,1,1,-1,2,-0.5
3917,Iran,North Korea,11,3,3,8,17,0.47058823529411800
3918,Iran,North Macedonia,1,1,1,0,3,0.0
3919,Iran,Oman,5,4,2,3,11,0.2727272727272730
3920,Iran,Pakistan,7,0,1,6,8,0.75
3921,Iran,Palestine,3,2,0,3,5,0.6
3922,Iran,Panama,2,0,0,2,2,1.0
3923,Iran,Papua New Guinea,1,0,0,1,1,1.0
3924,Iran,Paraguay,0,1,0,0,1,0.0
3925,Iran,Peru,0,0,1,-1,1,-1.0
3926,Iran,Philippines,1,0,0,1,1,1.0
3927,Iran,Poland,0,0,2,-2,2,-1.0
3928,Iran,Portugal,1,1,1,0,3,0.0
3929,Iran,Qatar,8,4,10,-2,22,-0.09090909090909090
3930,Iran,Republic of Ireland,2,0,1,1,3,0.3333333333333330
3931,Iran,Romania,0,2,0,0,2,0.0
3932,Iran,Russia,1,1,2,-1,4,-0.25
3933,Saudi Arabia,Iran,5,6,3,2,14,0.14285714285714300
3934,Iran,Scotland,0,1,0,0,1,0.0
3935,Iran,Senegal,0,1,0,0,1,0.0
3936,Iran,Sierra Leone,1,0,0,1,1,1.0
3937,Iran,Singapore,1,1,1,0,3,0.0
3938,Iran,Slovakia,0,0,2,-2,2,-1.0
3939,South Korea,Iran,8,8,9,-1,25,-0.04
3940,Iran,Spain,0,0,1,-1,1,-1.0
3941,Iran,Sri Lanka,1,0,1,0,2,0.0
3942,Iran,Syria,9,11,4,5,24,0.20833333333333300
3943,Tajikistan,Iran,3,0,0,3,3,1.0
3944,Iran,Thailand,7,3,4,3,14,0.21428571428571400
3945,Iran,Togo,2,0,0,2,2,1.0
3946,Iran,Trinidad and Tobago,2,0,0,2,2,1.0
3947,Tunisia,Iran,1,1,0,1,2,0.5
3948,Iran,Turkey,4,4,4,0,12,0.0
3949,Iran,Turkmenistan,3,2,2,1,7,0.14285714285714300
3950,Iran,Uganda,0,1,0,0,1,0.0
3951,Iran,United Arab Emirates,7,3,5,2,15,0.13333333333333300
3952,Iran,Uzbekistan,3,1,5,-2,9,-0.2222222222222220
3953,Iran,Venezuela,2,1,0,2,3,0.6666666666666670
3954,Iran,Wales,0,0,1,-1,1,-1.0
3955,Iran,Yemen,2,0,0,2,2,1.0
3956,Iran,Yemen DPR,2,0,0,2,2,1.0
3957,Iran,Yugoslavia,0,1,1,-1,2,-0.5
3958,Iran,Zambia,1,0,0,1,1,1.0
3959,Afghanistan,Iraq,2,0,0,2,2,1.0
3960,Azerbaijan,Iraq,1,0,0,1,1,1.0
3961,Belgium,Iraq,0,0,1,-1,1,-1.0
3962,Iraq,Bolivia,0,1,0,0,1,0.0
3963,Botswana,Iraq,0,1,0,0,1,0.0
3964,Iraq,Bulgaria,1,0,0,1,1,1.0
3965,Chinese Taipei,Iraq,3,0,0,3,3,1.0
3966,DR Congo,Iraq,2,0,0,2,2,1.0
3967,Estonia,Iraq,0,1,0,0,1,0.0
3968,Iraq,Finland,2,0,0,2,2,1.0
3969,Ghana,Iraq,1,1,0,1,2,0.5
3970,Iraq,Japan,6,3,2,4,11,0.36363636363636400
3971,Jordan,Iraq,15,10,16,-1,41,-0.024390243902439000
3972,Kazakhstan,Iraq,1,2,1,0,4,0.0
3973,Kenya,Iraq,2,0,0,2,2,1.0
3974,Kuwait,Iraq,9,10,9,0,28,0.0
3975,Kyrgyzstan,Iraq,2,0,0,2,2,1.0
3976,Iraq,Lebanon,7,5,3,4,15,0.26666666666666700
3977,Liberia,Iraq,0,0,1,-1,1,-1.0
3978,Iraq,Libya,6,2,2,4,10,0.4
3979,Macau,Iraq,1,0,1,0,2,0.0
3980,Iraq,Malaysia,1,1,1,0,3,0.0
3981,Iraq,Mauritania,1,0,0,1,1,1.0
3982,Iraq,Moldova,1,0,0,1,1,1.0
3983,Morocco,Iraq,2,4,2,0,8,0.0
3984,Nepal,Iraq,2,0,0,2,2,1.0
3985,New Zealand,Iraq,2,1,0,2,3,0.6666666666666670
3986,North Korea,Iraq,5,1,0,5,6,0.8333333333333330
3987,Iraq,Oman,12,7,4,8,23,0.34782608695652200
3988,Pakistan,Iraq,3,1,4,-1,8,-0.125
3989,Palestine,Iraq,7,3,5,2,15,0.13333333333333300
3990,Peru,Iraq,0,0,1,-1,1,-1.0
3991,Poland,Iraq,3,3,0,3,6,0.5
3992,Iraq,Qatar,13,8,9,4,30,0.13333333333333300
3993,Romania,Iraq,0,1,0,0,1,0.0
3994,Saudi Arabia,Iraq,15,7,10,5,32,0.15625
3995,Iraq,Sierra Leone,1,0,0,1,1,1.0
3996,Singapore,Iraq,5,0,1,4,6,0.6666666666666670
3997,South Korea,Iraq,5,10,3,2,18,0.1111111111111110
3998,Iraq,Sri Lanka,1,0,0,1,1,1.0
3999,Sudan,Iraq,0,2,0,0,2,0.0
4000,Iraq,Syria,9,8,9,0,26,0.0
4001,Thailand,Iraq,10,5,1,9,16,0.5625
4002,Tunisia,Iraq,5,3,2,3,10,0.3
4003,Turkey,Iraq,0,1,0,0,1,0.0
4004,Turkmenistan,Iraq,1,0,1,0,2,0.0
4005,Uganda,Iraq,0,2,0,0,2,0.0
4006,United Arab Emirates,Iraq,8,10,6,2,24,0.08333333333333330
4007,Uruguay,Iraq,0,0,1,-1,1,-1.0
4008,Uzbekistan,Iraq,3,3,4,-1,10,-0.1
4009,Iraq,Vietnam,3,1,0,3,4,0.75
4010,Yemen,Iraq,8,2,2,6,12,0.5
4011,Yemen DPR,Iraq,3,0,0,3,3,1.0
4012,Arameans Suryoye,Iraqi Kurdistan,0,1,1,-1,2,-0.5
4013,Northern Cyprus,Iraqi Kurdistan,1,0,0,1,1,1.0
4014,Occitania,Iraqi Kurdistan,2,1,1,1,4,0.25
4015,Iraqi Kurdistan,Padania,3,2,1,2,6,0.3333333333333330
4016,Provence,Iraqi Kurdistan,2,0,2,0,4,0.0
4017,Székely Land,Iraqi Kurdistan,1,0,0,1,1,1.0
4018,Two Sicilies,Iraqi Kurdistan,1,0,0,1,1,1.0
4019,Western Armenia,Iraqi Kurdistan,0,1,0,0,1,0.0
4020,Western Sahara,Iraqi Kurdistan,1,0,0,1,1,1.0
4021,Alderney,Isle of Man,2,0,0,2,2,1.0
4022,Jersey,Isle of Man,3,0,1,2,4,0.5
4023,Menorca,Isle of Man,0,1,0,0,1,0.0
4024,Rhodes,Isle of Man,0,0,1,-1,1,-1.0
4025,Isle of Man,Saare County,1,1,0,1,2,0.5
4026,Isle of Man,Shetland,1,1,4,-3,6,-0.5
4027,Isle of Man,Western Isles,2,0,1,1,3,0.3333333333333330
4028,Ynys Môn,Isle of Man,2,0,2,0,4,0.0
4029,Åland Islands,Isle of Man,3,0,1,2,4,0.5
4030,Alderney,Isle of Wight,1,0,0,1,1,1.0
4031,Falkland Islands,Isle of Wight,1,0,0,1,1,1.0
4032,Frøya,Isle of Wight,1,0,0,1,1,1.0
4033,Isle of Man,Isle of Wight,1,0,0,1,1,1.0
4034,Jersey,Isle of Wight,5,0,1,4,6,0.6666666666666670
4035,Saare County,Isle of Wight,1,0,1,0,2,0.0
4036,Shetland,Isle of Wight,1,2,0,1,3,0.3333333333333330
4037,Ynys Môn,Isle of Wight,2,2,1,1,5,0.2
4038,Åland Islands,Isle of Wight,1,0,2,-1,3,-0.3333333333333330
4039,Israel,Argentina,1,1,2,-1,4,-0.25
4040,Israel,Armenia,1,0,0,1,1,1.0
4041,Brazil,Israel,0,0,3,-3,3,-1.0
4042,Israel,Chinese Taipei,3,0,0,3,3,1.0
4043,Israel,Guatemala,1,0,0,1,1,1.0
4044,Italy,Israel,2,1,2,0,5,0.0
4045,Israel,Ivory Coast,0,1,1,-1,2,-0.5
4046,Israel,Japan,4,0,0,4,4,1.0
4047,Israel,Latvia,3,1,4,-1,8,-0.125
4048,Israel,Lebanon,1,0,0,1,1,1.0
4049,Liechtenstein,Israel,2,0,2,0,4,0.0
4050,Lithuania,Israel,2,1,2,0,5,0.0
4051,Israel,Luxembourg,5,0,4,1,9,0.1111111111111110
4052,Israel,Malaysia,1,0,0,1,1,1.0
4053,Israel,Malta,3,2,3,0,8,0.0
4054,Israel,Mexico,1,0,0,1,1,1.0
4055,Israel,Moldova,2,3,1,1,6,0.16666666666666700
4056,Netherlands,Israel,0,0,4,-4,4,-1.0
4057,New Zealand,Israel,5,1,0,5,6,0.8333333333333330
4058,Israel,North Macedonia,1,1,4,-3,6,-0.5
4059,Northern Ireland,Israel,3,5,2,1,10,0.1
4060,Norway,Israel,1,0,1,0,2,0.0
4061,Pakistan,Israel,1,1,0,1,2,0.5
4062,Poland,Israel,7,4,1,6,12,0.5
4063,Portugal,Israel,4,2,0,4,6,0.6666666666666670
4064,Republic of Ireland,Israel,2,3,0,2,5,0.4
4065,Israel,Romania,7,5,9,-2,21,-0.09523809523809520
4066,Russia,Israel,6,3,3,3,12,0.25
4067,San Marino,Israel,1,0,1,0,2,0.0
4068,Israel,Scotland,3,0,3,0,6,0.0
4069,Israel,Serbia,2,0,1,1,3,0.3333333333333330
4070,Slovakia,Israel,2,1,1,1,4,0.25
4071,Israel,Slovenia,2,3,0,2,5,0.4
4072,South Korea,Israel,4,3,2,2,9,0.2222222222222220
4073,Israel,Spain,3,1,2,1,6,0.16666666666666700
4074,Israel,Sweden,2,4,3,-1,9,-0.1111111111111110
4075,Switzerland,Israel,2,5,1,1,8,0.125
4076,Israel,Thailand,1,1,0,1,2,0.5
4077,Turkey,Israel,5,0,1,4,6,0.6666666666666670
4078,Ukraine,Israel,2,3,1,1,6,0.16666666666666700
4079,Israel,United States,4,1,1,3,6,0.5
4080,Uruguay,Israel,2,1,3,-1,6,-0.16666666666666700
4081,Uzbekistan,Israel,1,0,0,1,1,1.0
4082,Israel,Vietnam Republic,2,0,0,2,2,1.0
4083,Israel,Wales,1,3,2,-1,6,-0.16666666666666700
4084,Israel,Yugoslavia,3,0,4,-1,7,-0.14285714285714300
4085,Italy,Algeria,1,0,0,1,1,1.0
4086,Italy,Australia,1,0,0,1,1,1.0
4087,Italy,Cameroon,1,2,0,1,3,0.3333333333333330
4088,Italy,China PR,1,0,0,1,1,1.0
4089,Italy,Ghana,1,0,0,1,1,1.0
4090,Italy,Haiti,1,1,0,1,2,0.5
4091,Italy,Ivory Coast,0,1,1,-1,2,-0.5
4092,Italy,Japan,1,1,0,1,2,0.5
4093,Italy,Liechtenstein,2,0,2,0,4,0.0
4094,Italy,Lithuania,2,2,2,0,6,0.0
4095,Italy,Luxembourg,3,1,4,-1,8,-0.125
4096,Italy,Malta,4,0,4,0,8,0.0
4097,Italy,Mexico,4,4,4,0,12,0.0
4098,Italy,Moldova,2,0,2,0,4,0.0
4099,Italy,Montenegro,1,0,1,0,2,0.0
4100,Italy,Morocco,1,0,0,1,1,1.0
4101,Italy,Netherlands,8,9,4,4,21,0.19047619047619000
4102,Italy,New Zealand,1,1,0,1,2,0.5
4103,Italy,Nigeria,0,1,1,-1,2,-0.5
4104,Italy,North Korea,0,0,1,-1,1,-1.0
4105,Italy,North Macedonia,0,1,1,-1,2,-0.5
4106,Italy,Northern Ireland,7,2,0,7,9,0.7777777777777780
4107,Italy,Norway,9,4,3,6,16,0.375
4108,Italy,Paraguay,2,1,0,2,3,0.6666666666666670
4109,Italy,Peru,0,1,0,0,1,0.0
4110,Italy,Poland,6,7,3,3,16,0.1875
4111,Italy,Portugal,17,3,7,10,27,0.37037037037037000
4112,Italy,Republic of Ireland,4,3,7,-3,14,-0.21428571428571400
4113,Italy,Romania,9,5,3,6,17,0.35294117647058800
4114,Italy,Russia,8,6,2,6,16,0.375
4115,Italy,San Marino,3,0,0,3,3,1.0
4116,Italy,Saudi Arabia,1,0,0,1,1,1.0
4117,Italy,Scotland,8,2,1,7,11,0.6363636363636360
4118,Italy,Serbia,1,4,0,1,5,0.2
4119,Italy,Slovakia,2,0,0,2,2,1.0
4120,Italy,Slovenia,4,1,2,2,7,0.2857142857142860
4121,Italy,South Africa,2,0,0,2,2,1.0
4122,Italy,Spain,16,14,3,13,33,0.3939393939393940
4123,Italy,Sweden,15,7,2,13,24,0.5416666666666670
4124,Italy,Switzerland,25,22,10,15,57,0.2631578947368420
4125,Italy,Turkey,3,3,4,-1,10,-0.1
4126,Italy,Ukraine,3,2,3,0,8,0.0
4127,Italy,United States,5,3,3,2,11,0.18181818181818200
4128,Italy,Uruguay,4,4,2,2,10,0.2
4129,Italy,Wales,5,0,3,2,8,0.25
4130,Italy,Yugoslavia,10,5,2,8,17,0.47058823529411800
4131,Comoros,Ivory Coast,1,0,0,1,1,1.0
4132,Japan,Ivory Coast,3,0,1,2,4,0.5
4133,Jordan,Ivory Coast,1,0,0,1,1,1.0
4134,Liberia,Ivory Coast,8,3,4,4,15,0.26666666666666700
4135,Libya,Ivory Coast,4,1,2,2,7,0.2857142857142860
4136,Madagascar,Ivory Coast,3,1,2,1,6,0.16666666666666700
4137,Malawi,Ivory Coast,3,1,1,2,5,0.4
4138,Mali,Ivory Coast,14,9,12,2,35,0.05714285714285710
4139,Mauritania,Ivory Coast,1,0,0,1,1,1.0
4140,Morocco,Ivory Coast,10,7,5,5,22,0.22727272727272700
4141,Mozambique,Ivory Coast,3,1,1,2,5,0.4
4142,Namibia,Ivory Coast,3,1,2,1,6,0.16666666666666700
4143,Niger,Ivory Coast,11,2,4,7,17,0.4117647058823530
4144,Nigeria,Ivory Coast,11,9,4,7,24,0.2916666666666670
4145,Paraguay,Ivory Coast,0,2,0,0,2,0.0
4146,Portugal,Ivory Coast,0,1,0,0,1,0.0
4147,Rwanda,Ivory Coast,3,1,3,0,7,0.0
4148,Senegal,Ivory Coast,15,5,4,11,24,0.4583333333333330
4149,Ivory Coast,Serbia,1,0,0,1,1,1.0
4150,Sierra Leone,Ivory Coast,6,2,1,5,9,0.5555555555555560
4151,Ivory Coast,South Africa,3,4,0,3,7,0.42857142857142900
4152,South Korea,Ivory Coast,0,0,1,-1,1,-1.0
4153,Sudan,Ivory Coast,6,2,2,4,10,0.4
4154,Ivory Coast,Sweden,3,0,0,3,3,1.0
4155,Switzerland,Ivory Coast,1,1,0,1,2,0.5
4156,Tanzania,Ivory Coast,1,1,2,-1,4,-0.25
4157,Togo,Ivory Coast,10,7,5,5,22,0.22727272727272700
4158,Tunisia,Ivory Coast,10,6,3,7,19,0.3684210526315790
4159,Uganda,Ivory Coast,2,2,1,1,5,0.2
4160,Zambia,Ivory Coast,4,2,3,1,9,0.1111111111111110
4161,Zimbabwe,Ivory Coast,1,2,0,1,3,0.3333333333333330
4162,Jamaica,Bahamas,2,0,0,2,2,1.0
4163,Jamaica,British Virgin Islands,1,0,0,1,1,1.0
4164,Jamaica,Bulgaria,0,1,0,0,1,0.0
4165,Jamaica,Chile,0,0,1,-1,1,-1.0
4166,Jamaica,Croatia,0,0,1,-1,1,-1.0
4167,Jamaica,Curacao,0,1,0,0,1,0.0
4168,Jamaica,Egypt,0,1,0,0,1,0.0
4169,Jamaica,Japan,1,1,2,-1,4,-0.25
4170,Jamaica,Martinique,1,4,1,0,6,0.0
4171,Jamaica,Mexico,12,3,8,4,23,0.17391304347826100
4172,New Zealand,Jamaica,1,0,1,0,2,0.0
4173,Jamaica,Nigeria,2,3,1,1,6,0.16666666666666700
4174,Jamaica,North Macedonia,0,0,1,-1,1,-1.0
4175,Norway,Jamaica,1,1,0,1,2,0.5
4176,Jamaica,Panama,6,6,3,3,15,0.2
4177,Jamaica,Paraguay,3,0,3,0,6,0.0
4178,Jamaica,Peru,0,1,1,-1,2,-0.5
4179,Jamaica,Puerto Rico,3,0,2,1,5,0.2
4180,Jamaica,Saint Kitts and Nevis,4,2,4,0,10,0.0
4181,Jamaica,Saint Lucia,5,2,3,2,10,0.2
4182,Jamaica,Saint Martin,2,0,0,2,2,1.0
4183,Jamaica,Saint Vincent and the Grenadines,0,1,1,-1,2,-0.5
4184,Saudi Arabia,Jamaica,2,1,1,1,4,0.25
4185,Jamaica,Serbia,0,0,1,-1,1,-1.0
4186,Jamaica,Sint Maarten,2,0,0,2,2,1.0
4187,Jamaica,South Africa,1,4,0,1,5,0.2
4188,South Korea,Jamaica,2,2,0,2,4,0.5
4189,Jamaica,Suriname,4,0,2,2,6,0.3333333333333330
4190,Jamaica,Sweden,1,1,0,1,2,0.5
4191,Jamaica,Switzerland,1,0,1,0,2,0.0
4192,Jamaica,Trinidad and Tobago,34,10,16,18,60,0.3
4193,Jamaica,United States,13,8,5,8,26,0.3076923076923080
4194,Jamaica,United States Virgin Islands,1,0,0,1,1,1.0
4195,Uruguay,Jamaica,3,0,1,2,4,0.5
4196,Jamaica,Venezuela,2,1,2,0,5,0.0
4197,Jamaica,Zambia,2,1,0,2,3,0.6666666666666670
4198,Algeria,Japan,1,0,0,1,1,1.0
4199,Angola,Japan,1,0,0,1,1,1.0
4200,Azerbaijan,Japan,1,0,0,1,1,1.0
4201,Bulgaria,Japan,1,1,4,-3,6,-0.5
4202,Cameroon,Japan,3,1,0,3,4,0.75
4203,Canada,Japan,2,0,0,2,2,1.0
4204,Chile,Japan,1,1,1,0,3,0.0
4205,Chinese Taipei,Japan,1,0,0,1,1,1.0
4206,Croatia,Japan,1,1,1,0,3,0.0
4207,Cyprus,Japan,1,0,0,1,1,1.0
4208,Egypt,Japan,2,0,0,2,2,1.0
4209,Japan,Finland,2,0,0,2,2,1.0
4210,Ghana,Japan,4,0,2,2,6,0.3333333333333330
4211,Japan,Guatemala,2,0,0,2,2,1.0
4212,Haiti,Japan,0,1,0,0,1,0.0
4213,Japan,Honduras,2,1,0,2,3,0.6666666666666670
4214,Jordan,Japan,3,3,0,3,6,0.5
4215,Kazakhstan,Japan,2,1,0,2,3,0.6666666666666670
4216,Kyrgyzstan,Japan,1,0,0,1,1,1.0
4217,Latvia,Japan,1,1,0,1,2,0.5
4218,Luxembourg,Japan,1,0,0,1,1,1.0
4219,Macau,Japan,2,0,2,0,4,0.0
4220,Japan,Malaysia,6,3,4,2,13,0.15384615384615400
4221,Mali,Japan,0,1,0,0,1,0.0
4222,Malta,Japan,1,0,0,1,1,1.0
4223,Manchukuo,Japan,1,0,2,-1,3,-0.3333333333333330
4224,Japan,Mexico,2,0,4,-2,6,-0.3333333333333330
4225,Mongolia,Japan,1,0,0,1,1,1.0
4226,Montenegro,Japan,1,0,0,1,1,1.0
4227,Nepal,Japan,1,0,1,0,2,0.0
4228,New Zealand,Japan,2,0,2,0,4,0.0
4229,Nigeria,Japan,1,1,1,0,3,0.0
4230,North Korea,Japan,12,4,3,9,19,0.47368421052631600
4231,Oman,Japan,5,3,4,1,12,0.08333333333333330
4232,Pakistan,Japan,1,1,0,1,2,0.5
4233,Palestine,Japan,1,0,0,1,1,1.0
4234,Panama,Japan,1,0,0,1,1,1.0
4235,Paraguay,Japan,4,4,1,3,9,0.3333333333333330
4236,Peru,Japan,2,2,1,1,5,0.2
4237,Philippines,Japan,5,0,2,3,7,0.42857142857142900
4238,Poland,Japan,1,0,6,-5,7,-0.7142857142857140
4239,Qatar,Japan,1,3,3,-2,7,-0.2857142857142860
4240,Russia,Japan,1,0,3,-2,4,-0.5
4241,Saudi Arabia,Japan,9,1,3,6,13,0.46153846153846200
4242,Scotland,Japan,1,2,0,1,3,0.3333333333333330
4243,Senegal,Japan,0,2,2,-2,4,-0.5
4244,Japan,Serbia,6,0,1,5,7,0.7142857142857140
4245,Singapore,Japan,8,2,11,-3,21,-0.14285714285714300
4246,Slovakia,Japan,2,1,0,2,3,0.6666666666666670
4247,South Korea,Japan,20,21,22,-2,63,-0.031746031746031700
4248,Japan,Sri Lanka,2,0,1,1,3,0.3333333333333330
4249,Japan,Sweden,0,3,1,-1,4,-0.25
4250,Japan,Syria,7,2,2,5,11,0.45454545454545500
4251,Tajikistan,Japan,1,0,1,0,2,0.0
4252,Thailand,Japan,10,3,5,5,18,0.2777777777777780
4253,Togo,Japan,1,0,0,1,1,1.0
4254,Trinidad and Tobago,Japan,1,0,0,1,1,1.0
4255,Tunisia,Japan,3,0,1,2,4,0.5
4256,Turkey,Japan,1,0,1,0,2,0.0
